,ASSETID,PERIOD,PRICE,UNITPRICE,ADTYPOLOGYID,ADOPERATIONID,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,CONSTRUCTIONYEAR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,LONGITUDE,LATITUDE,CITYNAME,ADTYPOLOGY,ADOPERATION
41443,A14359663830471641577,201806,294000,5345.45454545455,HOME,SALE,55,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,2.0,1920,8,25,4.0,0,0,1,3.148759819521953,0.0372153286963694,1.6903436845553723,-3.66963725361115,40.4277292440366,Madrid,HOME,SALE
24352,A8357280783092389298,201812,994000,5916.66666666667,HOME,SALE,168,3,3,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1968.0,1.0,1.0,1968,5,16,3.0,0,0,1,5.7342151752810455,0.3201113024388913,0.6858162616717141,-3.6809423782916,40.465077602531,Madrid,HOME,SALE
75262,A16811812260532106317,201803,767000,4191.25683060109,HOME,SALE,183,5,3,1,1,0,3,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,,3.0,1.0,1955,6,31,4.0,0,0,1,4.1824853347393685,0.4753376669753483,0.4406286174677586,-3.69565129487228,40.4536477080473,Madrid,HOME,SALE
55671,A1022731695293630370,201812,387000,6450.0,HOME,SALE,60,1,1,0,1,1,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,,2.0,2.0,1980,5,11,2.0,0,0,1,2.0496948730629603,0.4268514449891487,0.2019114115192872,-3.68700021572343,40.4298435912949,Madrid,HOME,SALE
86753,A6921447240861238897,201812,97000,1310.81081081081,HOME,SALE,74,3,1,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1972.0,3.0,1.0,1972,3,8,7.0,0,0,1,7.944184130961122,0.3544851899024341,6.115170754946363,-3.62494547394782,40.3780240823957,Madrid,HOME,SALE
1767,A1350396273710695806,201803,429000,5231.70731707317,HOME,SALE,82,3,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1880.0,1.0,1.0,1880,5,11,3.0,0,0,1,0.1878302384314703,0.2961723590587521,0.8819655150408031,-3.70452919525624,40.4149993176326,Madrid,HOME,SALE
52424,A16401456100176185034,201812,188000,2805.97014925373,HOME,SALE,67,1,1,0,0,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1994.0,1.0,1.0,1994,2,3,6.0,0,0,1,4.838672803890296,0.5030815930134688,1.2221367154884846,-3.70416226996008,40.4600556138714,Madrid,HOME,SALE
39377,A4406371041178175315,201812,329000,4700.0,HOME,SALE,70,2,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,5.0,2.0,1900,6,22,3.0,0,0,1,1.2051711230826434,0.2212253135292099,1.7228393262006794,-3.71166578447609,40.4256042885492,Madrid,HOME,SALE
79379,A14598831648168060243,201806,1912000,7498.03921568628,HOME,SALE,255,4,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,4.0,1.0,1945,6,17,3.0,0,0,1,1.8169204593625663,0.4174856125077251,0.5008867053564141,-3.69501017650572,40.4314804021831,Madrid,HOME,SALE
59319,A14759106765899314952,201806,93000,1550.0,HOME,SALE,60,2,1,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,0.0,1.0,1960,4,10,7.0,0,0,1,7.520568496721736,0.262948035329388,6.217330915813547,-3.61584904679401,40.4256408844484,Madrid,HOME,SALE
91349,A6186788402401093001,201806,93000,1550.0,HOME,SALE,60,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,1.0,1960,4,10,7.0,0,1,0,7.446324696704567,0.3246213803445202,6.155830705951138,-3.6166585497351,40.4252131439406,Madrid,HOME,SALE
48840,A16185834625977266364,201812,356000,3747.36842105263,HOME,SALE,95,3,1,1,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,2.0,1.0,1966,8,32,6.0,0,1,0,2.503952432287828,0.1969563818457893,1.2012071188455422,-3.6786956654863,40.4047213588517,Madrid,HOME,SALE
92690,A8074532446562086032,201803,328000,2394.16058394161,HOME,SALE,137,3,2,0,1,1,3,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,,5.0,1.0,1997,7,74,4.0,0,0,1,8.23076311112792,0.3520715690712147,7.020200232491099,-3.60695330760073,40.4222194406363,Madrid,HOME,SALE
77025,A18433095913819346052,201812,105000,2333.33333333333,HOME,SALE,45,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,1942,4,9,6.0,0,0,1,3.3317073806492408,0.2076818975759558,0.931852816220646,-3.70451663893896,40.3866658791577,Madrid,HOME,SALE
37545,A6772296307116917657,201806,2054000,6224.24242424243,HOME,SALE,330,5,2,1,1,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2003.0,6.0,1.0,2003,6,34,1.0,0,1,0,0.4358781551489399,0.0731705886599985,1.2612812241974196,-3.70856853031968,40.4180377069422,Madrid,HOME,SALE
19417,A11886717096365446691,201809,414000,3833.33333333333,HOME,SALE,108,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1988.0,2.0,1.0,1988,3,7,4.0,0,0,1,0.9500548596868926,0.3188800670129529,0.9693420696250064,-3.70463381571616,40.4080797294757,Madrid,HOME,SALE
84425,A10715972398929883699,201806,125000,1811.59420289855,HOME,SALE,69,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,1973,3,16,5.0,0,0,1,4.516446268765149,0.6068627113179211,2.608863603869569,-3.66434347941582,40.3893180961304,Madrid,HOME,SALE
69202,A18052225626546855528,201806,478000,4345.45454545455,HOME,SALE,110,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,-1.0,1.0,1984,5,8,2.0,0,0,1,1.151820374229548,0.5154744602764618,0.2103862527783086,-3.69089839118864,40.4133158011812,Madrid,HOME,SALE
91865,A1123991326654249874,201812,258000,3035.29411764706,HOME,SALE,85,4,1,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1970.0,7.0,1.0,1970,2,2,8.0,0,1,0,6.904569938891769,0.4652233992222951,3.375311185971454,-3.64927230709835,40.4626922777266,Madrid,HOME,SALE
80273,A6701485467547813467,201806,158000,1858.82352941176,HOME,SALE,85,3,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1964,5,26,6.0,0,0,1,3.08596997612113,0.3730303184549071,3.75501834106627,-3.73779457354607,40.406683688201,Madrid,HOME,SALE
33599,A11830473215051181816,201809,206000,1716.66666666667,HOME,SALE,120,4,2,0,1,1,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1998.0,3.0,1.0,1998,7,114,4.0,0,0,1,7.673392857847931,0.1277732359537997,6.472360750052183,-3.61354204454137,40.4221396179656,Madrid,HOME,SALE
40866,A2461603652548286713,201812,765000,4157.60869565217,HOME,SALE,184,4,3,1,1,0,2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,,11.0,1.0,1982,14,114,3.0,0,0,1,3.4945700360938545,0.6392540075838107,2.521041588134317,-3.66256752209677,40.4172834476403,Madrid,HOME,SALE
40294,A3535102211914745834,201812,406000,3411.76470588235,HOME,SALE,119,4,2,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4.0,1.0,1950,7,16,4.0,0,1,0,2.474799847545372,0.4531742030141412,0.1241449120201981,-3.69602698815449,40.3951588035111,Madrid,HOME,SALE
80005,A16144981840730622683,201803,313000,4287.67123287671,HOME,SALE,73,1,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,4.0,2.0,1970,17,417,2.0,0,0,1,1.205511934690008,0.2245275999454471,1.8214875133690152,-3.71330597914827,40.4246392235181,Madrid,HOME,SALE
93946,A10479869827770867125,201812,383000,3191.66666666667,HOME,SALE,120,3,2,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2006.0,5.0,1.0,2006,5,101,4.0,0,0,1,7.203725551643348,1.2278013038199895,6.373837197016303,-3.76635483096189,40.3728040168953,Madrid,HOME,SALE
40762,A3625202792483490128,201809,399000,4336.95652173913,HOME,SALE,92,2,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1965,8,55,5.0,0,0,1,3.23377651583032,0.245616231106926,1.8393951269118003,-3.67227525177634,40.4002182939763,Madrid,HOME,SALE
77476,A14809734190278533907,201812,132000,1859.15492957747,HOME,SALE,71,2,1,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1970.0,4.0,1.0,1970,2,2,8.0,0,0,1,5.320002526416424,1.8028161008788952,2.78092464505802,-3.66714000925415,40.377797368838,Madrid,HOME,SALE
32573,A17169632640682660495,201806,174000,4971.42857142857,HOME,SALE,35,2,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1900,6,16,4.0,0,0,1,0.8572070592040988,0.2943287453666084,0.9635490514188876,-3.70434774463562,40.4089012965315,Madrid,HOME,SALE
19238,A1239175057265788278,201812,139000,3475.0,HOME,SALE,40,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1942,4,15,4.0,0,0,1,0.7532116172425445,0.2768855350349172,0.935695886290017,-3.70368557943258,40.4098242519431,Madrid,HOME,SALE
48017,A2214951235830360184,201803,711000,4309.09090909091,HOME,SALE,165,3,2,0,1,0,3,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1974.0,4.0,1.0,1974,9,33,4.0,0,1,0,5.683052815064978,0.2865837433658076,1.408364221175911,-3.67277139227922,40.4618551910426,Madrid,HOME,SALE
6955,A9672672017021399611,201803,125000,2500.0,HOME,SALE,50,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,1.0,,2006,4,6,4.0,0,0,1,3.6382897379386616,0.451361519907232,1.5240312324747098,-3.71081904913502,40.3843480102209,Madrid,HOME,SALE
20184,A15581361327801083506,201812,1539000,6107.14285714286,HOME,SALE,252,4,3,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1911.0,3.0,1.0,1911,5,10,3.0,0,0,1,0.6003078293170511,0.2253260481174746,0.3179718423170495,-3.69759979252866,40.4139692584425,Madrid,HOME,SALE
15558,A4036001371713089229,201803,49000,1088.88888888889,HOME,SALE,45,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,1910,2,19,7.0,0,1,0,3.699426826848633,0.1656762936094534,2.16362513966732,-3.66881142267573,40.3967158305264,Madrid,HOME,SALE
55656,A18293646263847760502,201806,292000,2654.54545454546,HOME,SALE,110,3,2,1,1,1,3,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2008.0,0.0,1.0,2008,9,106,4.0,0,0,1,9.694878514540193,0.4900750098220245,7.7802259324271965,-3.60783216604938,40.3692232802784,Madrid,HOME,SALE
50431,A17951431169944718558,201806,188000,1958.33333333333,HOME,SALE,96,3,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4.0,1.0,1978,5,3,6.0,0,0,1,5.759325418893678,0.6942329233279829,4.772314071101468,-3.74858692215335,40.3776952161964,Madrid,HOME,SALE
54348,A7234822149675322030,201806,178000,2253.16455696203,HOME,SALE,79,3,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,1.0,1966,5,13,6.0,0,0,1,5.028908219239441,0.3540295886190726,3.511262063107744,-3.6472875163314,40.4303970873928,Madrid,HOME,SALE
67608,A8673628118407128315,201812,1895000,6112.90322580645,HOME,SALE,310,4,4,0,1,0,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,2000.0,7.0,1.0,2000,9,16,4.0,0,0,1,2.5787381196720345,0.3054728891159916,0.3496814837350681,-3.69572355728098,40.4389265679639,Madrid,HOME,SALE
67852,A18356245911111177010,201812,921000,4559.40594059406,HOME,SALE,202,5,3,0,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1964.0,7.0,1.0,1964,12,47,3.0,0,1,0,2.4504703351755013,0.1901802128867044,1.2646642061314313,-3.70657844973045,40.4385003705547,Madrid,HOME,SALE
55055,A1429805263843791906,201809,300000,2500.0,HOME,SALE,120,3,2,1,1,1,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1978.0,9.0,1.0,1978,9,21,3.0,0,0,1,8.533814002726684,1.0010066343996908,1.4185100321525508,-3.66996070113764,40.4887993050054,Madrid,HOME,SALE
67975,A16618014175761370743,201812,400000,3389.83050847458,HOME,SALE,118,3,2,0,1,0,3,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1963.0,2.0,1.0,1963,6,20,4.0,0,0,1,2.680406699207767,0.4149974577400825,1.4746134844958632,-3.70913260828605,40.4403225681719,Madrid,HOME,SALE
3740,A14432254615022732498,201803,842000,4867.05202312139,HOME,SALE,173,3,2,0,1,0,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,3.0,1.0,1987,12,74,4.0,0,0,1,6.644430392522741,0.4513721164512886,0.7831285047172412,-3.67770630005978,40.4728803716968,Madrid,HOME,SALE
9875,A1236915898696370999,201803,574000,4743.80165289256,HOME,SALE,121,0,1,0,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1950.0,4.0,1.0,1950,6,8,4.0,0,0,1,0.5094411574052888,0.1890439054148043,0.911612017530611,-3.7034500441159,40.4211590632297,Madrid,HOME,SALE
32554,A64783788394142612,201809,394000,3581.81818181818,HOME,SALE,110,1,1,1,1,1,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,4.0,1.0,1987,6,29,4.0,0,0,1,0.7064073251223768,0.1983344076103335,0.6336732775199547,-3.70030167608929,40.4108267841997,Madrid,HOME,SALE
67200,A7754137862333591063,201812,632000,4482.2695035461,HOME,SALE,141,3,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1948,7,21,5.0,0,0,1,2.3559584694460245,0.1492169000566663,0.6086063868797624,-3.69817119268127,40.4373172165693,Madrid,HOME,SALE
74241,A7783320196600840165,201812,167000,3274.50980392157,HOME,SALE,51,1,1,1,1,0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2008.0,3.0,1.0,2008,3,4,5.0,0,0,1,4.736138651176082,0.1680172632009468,4.138974291411877,-3.74354979813723,40.3867007602439,Madrid,HOME,SALE
367,A6208962998506732793,201803,184000,4600.0,HOME,SALE,40,0,1,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1900.0,3.0,1.0,1900,4,26,4.0,0,0,1,0.9257917913247788,0.1622050491512113,0.8224332970766253,-3.70280943666849,40.4083070507306,Madrid,HOME,SALE
14335,A16537778393984591098,201803,324000,2314.28571428571,HOME,SALE,140,4,2,1,1,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2002.0,1.0,1.0,2002,3,3,4.0,0,0,1,6.393230042335538,0.242538351889975,6.6776396070641,-3.77364011845244,40.3949268302578,Madrid,HOME,SALE
8921,A5294989156414478637,201803,214000,1945.45454545455,HOME,SALE,110,3,2,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1972,11,119,5.0,0,0,1,9.07299036017534,1.4037894668765236,7.611918769794911,-3.605749203149,40.3839010778984,Madrid,HOME,SALE
69536,A4563937239915030254,201812,415000,4150.0,HOME,SALE,100,2,2,0,1,1,3,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2008.0,2.0,1.0,2008,11,198,3.0,0,0,1,6.083840456550777,0.248009116935894,2.235797346473292,-3.71481828384186,40.4705937576654,Madrid,HOME,SALE
7417,A10249334720258296129,201803,173000,2337.83783783784,HOME,SALE,74,3,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,4.0,1.0,1974,9,37,6.0,0,0,1,5.247002559686883,0.7596752317600497,3.942011152049858,-3.64777612402658,40.396529277803,Madrid,HOME,SALE
70802,A15048076144035006613,201812,158000,2393.93939393939,HOME,SALE,66,2,1,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1960.0,0.0,1.0,1960,7,32,6.0,0,0,1,5.527076316147719,0.2717420376064146,2.5372954944226924,-3.71919230271323,40.4648369256563,Madrid,HOME,SALE
87022,A11331374702944821458,201812,130000,2131.14754098361,HOME,SALE,61,3,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,1.0,1960,6,13,7.0,0,0,1,4.769402769346122,0.1269955229156501,3.116980912431963,-3.65807415068307,40.3916152280132,Madrid,HOME,SALE
46692,A4529674258746431914,201806,1069000,3448.38709677419,HOME,SALE,310,5,4,0,1,1,3,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1960.0,2.0,1.0,1960,13,21,3.0,0,1,0,2.9689862592623144,0.4305091009648093,1.5876536723715209,-3.71032592481271,40.4427927174741,Madrid,HOME,SALE
93147,A13021256905073159744,201812,233000,3883.33333333333,HOME,SALE,60,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1996,4,5,6.0,0,0,1,3.799908500540831,0.2883012518348416,1.492910947991494,-3.67353817560901,40.4417876877219,Madrid,HOME,SALE
60414,A17838503551774734742,201812,152000,2338.46153846154,HOME,SALE,65,2,1,0,0,1,3,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,,0.0,1.0,1970,4,7,6.0,0,0,1,3.91409274267705,0.1664356458564354,1.117834495676434,-3.70393405492673,40.4517507223734,Madrid,HOME,SALE
43340,A16805615070571797383,201812,382000,4602.40963855422,HOME,SALE,83,2,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1932.0,1.0,1.0,1932,8,23,5.0,0,0,1,1.7835023355366082,0.1239132429433369,0.0842633587147462,-3.69278383490421,40.4029350919057,Madrid,HOME,SALE
54156,A7829001089274521258,201806,130000,2166.66666666667,HOME,SALE,60,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1959.0,0.0,1.0,1959,5,42,7.0,0,1,0,3.9723601138612814,0.4253826959221721,2.866458676298938,-3.65800733534853,40.4089580905202,Madrid,HOME,SALE
35170,A16822494042450260281,201812,285000,5816.32653061225,HOME,SALE,49,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1970,4,9,5.0,0,0,1,0.7329308197028029,0.1167415169702078,0.5126439516608701,-3.69832792095418,40.4216946213642,Madrid,HOME,SALE
31561,A4807133098291960476,201812,325000,3779.06976744186,HOME,SALE,86,3,1,1,1,0,3,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1974.0,7.0,1.0,1974,9,106,5.0,0,0,1,8.546239254954875,0.2277002904843632,3.3323389293874413,-3.64532522650236,40.4791557633688,Madrid,HOME,SALE
36806,A14524781314938051425,201812,1576000,9270.58823529412,HOME,SALE,170,3,3,0,1,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,,1.0,1.0,1980,5,10,2.0,0,0,1,1.2265315343484116,0.2746548715273954,0.0628234636262936,-3.69210648845212,40.4230923973325,Madrid,HOME,SALE
94386,A18251949575125204633,201809,641000,3037.91469194313,HOME,SALE,211,3,2,1,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,,5.0,1.0,2007,23,204,2.0,0,0,1,8.187804609329604,0.6991313405068957,1.2233885969309957,-3.67066129410659,40.4856871559441,Madrid,HOME,SALE
86935,A9573894985200414858,201812,86000,1720.0,HOME,SALE,50,3,1,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,,1970,5,9,6.0,0,0,1,4.409061186653994,1.123068693331839,2.180937164727472,-3.66999440486888,40.3864836630911,Madrid,HOME,SALE
44926,A1935358435012302749,201809,257000,5140.0,HOME,SALE,50,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,1.0,1996,7,20,4.0,0,0,1,3.232853988358765,0.1093519311018523,1.1667847170178651,-3.67500968957,40.435652972866,Madrid,HOME,SALE
21406,A931330234250208471,201812,125000,2016.12903225806,HOME,SALE,62,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1967.0,2.0,1.0,1967,4,11,6.0,0,0,1,2.809682751645861,0.6453401217051782,1.4788984574904755,-3.71242179274352,40.3922210952127,Madrid,HOME,SALE
38382,A722480531383478166,201806,538000,3448.71794871795,HOME,SALE,156,4,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,10.0,1.0,1977,14,724,3.0,0,1,0,2.1898934001182613,0.3669638136135759,0.949232318138976,-3.68071768407329,40.4077365183721,Madrid,HOME,SALE
86208,A1607399650752634881,201812,71000,1126.98412698413,HOME,SALE,63,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,1.0,1957,6,13,7.0,0,1,0,8.519440273165879,0.5061632267525569,5.584649103139742,-3.6872530134876498,40.3411024954205,Madrid,HOME,SALE
80503,A1612030969376109980,201812,311000,2961.90476190476,HOME,SALE,105,3,2,1,1,1,3,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1995.0,2.0,1.0,1995,8,54,4.0,0,0,1,3.86286031854457,0.6874633246710105,2.882704455930664,-3.65821543949823,40.4170110074863,Madrid,HOME,SALE
32343,A12001869830288077104,201806,137000,4281.25,HOME,SALE,32,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,1890,5,15,4.0,0,0,1,0.8311136897219649,0.1360513134572512,0.7968432925618472,-3.70221787180054,40.4092205596407,Madrid,HOME,SALE
77113,A3897013688990121461,201812,147000,1960.0,HOME,SALE,75,3,1,1,1,1,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1962.0,7.0,1.0,1962,8,13,6.0,0,0,1,3.343591312603871,0.5009942476818338,1.643651045961919,-3.71392791531624,40.3875631203907,Madrid,HOME,SALE
81264,A9819787022158688006,201812,160000,2077.92207792208,HOME,SALE,77,3,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,2.0,1955,5,23,5.0,0,1,0,5.402286587896798,0.3025796946844289,3.7895030487953214,-3.64383527105355,40.4330830398495,Madrid,HOME,SALE
51795,A6368312723202259563,201812,162000,4628.57142857143,HOME,SALE,35,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,2.0,1969,7,15,6.0,0,0,1,3.380185917642508,0.2069674105797382,1.4882680540187745,-3.67099510895965,40.4338745391248,Madrid,HOME,SALE
31332,A3034487856007730934,201812,782000,4344.44444444444,HOME,SALE,180,2,3,1,1,1,3,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,,4.0,1.0,1995,3,3,3.0,0,0,1,7.895611684812044,0.886190145931193,5.199920392640503,-3.62825830229216,40.4581327360929,Madrid,HOME,SALE
65951,A7684736163932575068,201809,76000,1266.66666666667,HOME,SALE,60,3,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1970.0,3.0,1.0,1970,5,9,7.0,0,1,0,7.274659530476802,0.3332957051896662,5.887689554894744,-3.61936381891421,40.4284059052014,Madrid,HOME,SALE
76708,A15376899923360493779,201803,147000,1580.64516129032,HOME,SALE,93,4,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1976.0,8.0,1.0,1976,10,2,6.0,0,0,1,5.2049785030609685,1.4670259253929068,2.711758096210913,-3.71197836151272,40.3702506447311,Madrid,HOME,SALE
48298,A4594382763039336657,201812,680000,3695.65217391304,HOME,SALE,184,4,2,0,1,0,3,0,0,30001,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1958,9,98,3.0,0,0,1,3.871361293308008,0.482271991016842,0.4265165879896964,-3.69583457007284,40.4508357999615,Madrid,HOME,SALE
39816,A12192855572981256109,201812,265000,4416.66666666667,HOME,SALE,60,2,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1935.0,2.0,1.0,1935,4,25,4.0,0,0,1,1.4043564522639171,0.4607625053700572,1.948790238964521,-3.7162444881241,40.4082696500881,Madrid,HOME,SALE
39636,A13782628529550417668,201812,932000,6172.18543046358,HOME,SALE,151,3,3,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1905.0,2.0,1.0,1905,6,7,3.0,0,0,1,0.1809565515012564,0.3428192146505895,1.009587680633748,-3.70592443321597,40.4165493716541,Madrid,HOME,SALE
42919,A6689896373985667167,201812,372000,4275.86206896552,HOME,SALE,87,0,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,,4.0,1.0,1940,4,17,5.0,0,0,1,2.94076952356666,0.0237573703609827,0.0237752337624103,-3.69479492124409,40.391076090195,Madrid,HOME,SALE
7867,A16132440986118120658,201803,157000,2242.85714285714,HOME,SALE,70,3,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1970.0,3.0,1.0,1970,5,9,6.0,0,0,1,5.712013179512238,0.1526978874452465,4.028220693589662,-3.64107483425204,40.435395683967,Madrid,HOME,SALE
63598,A7540379045572571143,201812,255000,3695.65217391304,HOME,SALE,69,1,1,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1.0,1930,1,3,9.0,1,0,0,5.589092104023142,0.8855562065847274,1.423859555456576,-3.70574229934536,40.466775678218,Madrid,HOME,SALE
6580,A18325846763634123759,201803,84000,1292.30769230769,HOME,SALE,65,2,1,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1962.0,4.0,2.0,1962,4,26,7.0,0,0,1,6.36711014852888,0.2767411393628271,5.087017041761198,-3.74898298058577,40.3709088045286,Madrid,HOME,SALE
24834,A17651145910387148532,201812,804000,5254.90196078431,HOME,SALE,153,2,2,0,1,1,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,,2.0,1.0,1973,5,21,2.0,0,0,1,6.418587827924397,1.095043657987435,2.159374140115144,-3.66322774310421,40.4652887134673,Madrid,HOME,SALE
10945,A12810881692257106785,201803,910000,9285.71428571429,HOME,SALE,98,2,2,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1900.0,2.0,1.0,1900,5,19,4.0,0,0,1,2.166731407641508,0.0411781579813786,0.9534549006680142,-3.67970572527483,40.4231209233715,Madrid,HOME,SALE
